,Data,Residuo,Quantidade,Tecnologia,Unnamed: 4,Unnamed: 5,ano,mes
1353,2020-07-28,180103(*),0.19,Autoclave,,,2020,7
1354,2020-07-29,180401(*),0.0,Aterro,,,2020,7
1355,2020-07-29,180111(*),0.22,Aterro,,,2020,7
1356,2020-07-30,180401(*),0.0,Aterro,,,2020,7
1357,2020-07-30,180111(*),0.16,Aterro,,,2020,7
1358,2020-07-30,180103(*),0.19,Autoclave,,,2020,7
1359,2020-07-30,180401(*),0.0,Aterro,,,2020,7
1360,2020-07-30,180111(*),0.27,Aterro,,,2020,7
1361,2020-07-30,180103(*),0.19,Autoclave,,,2020,7
1362,2020-07-31,180401(*),0.0,Aterro,,,2020,7
1363,2020-07-31,180111(*),0.23,Aterro,,,2020,7
1364,2020-07-31,180103(*),0.4,Autoclave,,,2020,7
1365,2020-08-03,180401(*),0.0,Aterro,,,2020,8
1366,2020-08-03,180111(*),0.18,Aterro,,,2020,8
1367,2020-08-03,180103(*),0.25,Autoclave,,,2020,8
1368,2020-08-04,180103(*),0.23,Autoclave,,,2020,8
1369,2020-08-04,180401(*),0.0,Aterro,,,2020,8
1370,2020-08-04,180111(*),0.13,Aterro,,,2020,8
1371,2020-08-05,180401(*),0.0,Aterro,,,2020,8
1372,2020-08-05,180111(*),0.28,Aterro,,,2020,8
1373,2020-08-05,180103(*),0.22,Autoclave,,,2020,8
1374,2020-08-05,180401(*),0.0,Aterro,,,2020,8
1375,2020-08-05,180111(*),0.29,Aterro,,,2020,8
1376,2020-08-06,180401(*),0.0,Aterro,,,2020,8
1377,2020-08-06,180111(*),0.19,Aterro,,,2020,8
1378,2020-08-06,180103(*),0.22,Autoclave,,,2020,8
1379,2020-08-07,180103(*),0.39,Autoclave,,,2020,8
1380,2020-08-07,180401(*),0.0,Aterro,,,2020,8
1381,2020-08-07,180111(*),0.22,Aterro,,,2020,8
1382,2020-08-07,180401(*),0.0,Aterro,,,2020,8
1383,2020-08-07,180111(*),0.1,Aterro,,,2020,8
1384,2020-08-07,180103(*),0.22,Autoclave,,,2020,8
1385,2020-08-10,180103(*),0.19,Autoclave,,,2020,8
1386,2020-08-10,180401(*),0.0,Aterro,,,2020,8
1387,2020-08-10,180111(*),0.19,Aterro,,,2020,8
1388,2020-08-11,180205(*),0.01,Incineração,,,2020,8
1389,2020-08-11,180103(*),0.21,Autoclave,,,2020,8
1390,2020-08-11,180401(*),0.0,Aterro,,,2020,8
1391,2020-08-11,180111(*),0.26,Aterro,,,2020,8
1392,2020-08-12,180103(*),0.23,Autoclave,,,2020,8
1393,2020-08-12,180401(*),0.0,Aterro,,,2020,8
1394,2020-08-12,180111(*),0.19,Aterro,,,2020,8
1395,2020-08-12,180401(*),0.0,Aterro,,,2020,8
1396,2020-08-12,180111(*),0.27,Aterro,,,2020,8
1397,2020-08-12,180103(*),0.2,Autoclave,,,2020,8
1398,2020-08-12,180401(*),0.0,Aterro,,,2020,8
1399,2020-08-12,180111(*),0.0,Aterro,,,2020,8
1400,2020-08-12,180103(*),0.0,Autoclave,,,2020,8
1401,2020-08-13,180103(*),0.16,Autoclave,,,2020,8
1402,2020-08-13,180401(*),0.0,Aterro,,,2020,8
1403,2020-08-13,180111(*),0.24,Aterro,,,2020,8
1404,2020-08-14,180103(*),0.31,Autoclave,,,2020,8
1405,2020-08-14,180401(*),0.0,Aterro,,,2020,8
1406,2020-08-14,180111(*),0.22,Aterro,,,2020,8
1407,2020-08-17,180103(*),0.13,Autoclave,,,2020,8
1408,2020-08-17,180401(*),0.0,Aterro,,,2020,8
1409,2020-08-17,180111(*),0.25,Aterro,,,2020,8
1410,2020-08-17,180103(*),0.16,Autoclave,,,2020,8
1411,2020-08-17,180401(*),0.0,Aterro,,,2020,8
1412,2020-08-17,180111(*),0.23,Aterro,,,2020,8
1413,2020-08-19,180103(*),0.09,Autoclave,,,2020,8
1414,2020-08-19,180401(*),0.0,Aterro,,,2020,8
1415,2020-08-19,180111(*),0.27,Aterro,,,2020,8
1416,2020-08-20,180103(*),0.13,Autoclave,,,2020,8
1417,2020-08-20,180401(*),0.0,Aterro,,,2020,8
1418,2020-08-20,180111(*),0.23,Aterro,,,2020,8
1419,2020-08-20,180401(*),0.0,Aterro,,,2020,8
1420,2020-08-20,180111(*),0.26,Aterro,,,2020,8
1421,2020-08-20,180103(*),0.08,Autoclave,,,2020,8
1422,2020-08-21,180103(*),0.08,Autoclave,,,2020,8
1423,2020-08-21,180401(*),0.0,Aterro,,,2020,8
1424,2020-08-21,180111(*),0.22,Aterro,,,2020,8
1425,2020-08-24,180401(*),0.0,Aterro,,,2020,8
1426,2020-08-24,180111(*),0.25,Aterro,,,2020,8
1427,2020-08-24,180103(*),0.03,Autoclave,,,2020,8
1428,2020-08-25,180401(*),0.0,Aterro,,,2020,8
1429,2020-08-25,180111(*),0.26,Aterro,,,2020,8
1430,2020-08-25,180103(*),0.05,Autoclave,,,2020,8
1431,2020-08-26,180401(*),0.0,Aterro,,,2020,8
1432,2020-08-26,180111(*),0.26,Aterro,,,2020,8
1433,2020-08-26,180103(*),0.04,Autoclave,,,2020,8
1434,2020-08-27,180103(*),0.04,Autoclave,,,2020,8
1435,2020-08-27,180401(*),0.0,Aterro,,,2020,8
1436,2020-08-27,180111(*),0.28,Aterro,,,2020,8
1437,2020-08-27,180103(*),0.04,Autoclave,,,2020,8
1438,2020-08-27,180401(*),0.0,Aterro,,,2020,8
1439,2020-08-27,180111(*),0.27,Aterro,,,2020,8
1440,2020-08-27,180103(*),0.0,Autoclave,,,2020,8
1441,2020-08-27,180103(*),0.14,Autoclave,,,2020,8
1442,2020-08-27,180401(*),0.0,Aterro,,,2020,8
1443,2020-08-27,180111(*),0.23,Aterro,,,2020,8
1444,2020-08-31,180401(*),0.0,Aterro,,,2020,8
1445,2020-08-31,180111(*),0.23,Aterro,,,2020,8
1446,2020-08-31,180103(*),0.06,Autoclave,,,2020,8
1447,2020-09-01,180103(*),0.08,Autoclave,,,2020,9
1448,2020-09-01,180401(*),0.0,Aterro,,,2020,9
1449,2020-09-01,180111(*),0.29,Aterro,,,2020,9
1450,2020-09-01,180401(*),0.0,Aterro,,,2020,9
1451,2020-09-01,180111(*),0.28,Aterro,,,2020,9
1452,2020-09-01,180103(*),0.07,Autoclave,,,2020,9
1453,2020-09-02,180103(*),0.1,Autoclave,,,2020,9
1454,2020-09-02,180401(*),0.0,Aterro,,,2020,9
1455,2020-09-02,180111(*),0.25,Aterro,,,2020,9
1456,2020-09-02,180103(*),0.08,Autoclave,,,2020,9
1457,2020-09-02,180205(*),0.04,Incineração,,,2020,9
1458,2020-09-02,180401(*),0.0,Aterro,,,2020,9
1459,2020-09-02,180111(*),0.28,Aterro,,,2020,9
1460,2020-09-02,180103(*),0.17,Autoclave,,,2020,9
1461,2020-09-02,180401(*),0.0,Aterro,,,2020,9
1462,2020-09-02,180111(*),0.0,Aterro,,,2020,9
1463,2020-09-02,180103(*),0.09,Autoclave,,,2020,9
1464,2020-09-04,180401(*),0.0,Aterro,,,2020,9
1465,2020-09-04,180111(*),0.34,Aterro,,,2020,9
1466,2020-09-08,180103(*),0.07,Autoclave,,,2020,9
1467,2020-09-08,180401(*),0.0,Aterro,,,2020,9
1468,2020-09-08,180111(*),0.31,Aterro,,,2020,9
1469,2020-09-09,180103(*),0.08,Autoclave,,,2020,9
1470,2020-09-09,180401(*),0.0,Aterro,,,2020,9
1471,2020-09-09,180111(*),0.28,Aterro,,,2020,9
1472,2020-09-09,180103(*),0.08,Autoclave,,,2020,9
1473,2020-09-09,180401(*),0.0,Aterro,,,2020,9
1474,2020-09-09,180111(*),0.31,Aterro,,,2020,9
1475,2020-09-10,180401(*),0.0,Aterro,,,2020,9
1476,2020-09-10,180111(*),0.31,Aterro,,,2020,9
1477,2020-09-10,180103(*),0.08,Autoclave,,,2020,9
1478,2020-09-10,180103(*),0.17,Autoclave,,,2020,9
1479,2020-09-10,180401(*),0.0,Aterro,,,2020,9
1480,2020-09-10,180111(*),0.32,Aterro,,,2020,9
1481,2020-09-11,180103(*),0.07,Autoclave,,,2020,9
1482,2020-09-11,180401(*),0.0,Aterro,,,2020,9
1483,2020-09-11,180111(*),0.27,Aterro,,,2020,9
1484,2020-09-15,180103(*),0.09,Autoclave,,,2020,9
1485,2020-09-15,180401(*),0.0,Aterro,,,2020,9
1486,2020-09-15,180111(*),0.3,Aterro,,,2020,9
1487,2020-09-16,180401(*),0.0,Aterro,,,2020,9
1488,2020-09-16,180111(*),0.32,Aterro,,,2020,9
1489,2020-09-16,180103(*),0.08,Autoclave,,,2020,9
1490,2020-09-17,180401(*),0.0,Aterro,,,2020,9
1491,2020-09-17,180111(*),0.34,Aterro,,,2020,9
1492,2020-09-17,180103(*),0.07,Autoclave,,,2020,9
1493,2020-09-18,180401(*),0.0,Aterro,,,2020,9
1494,2020-09-18,180111(*),0.36,Aterro,,,2020,9
1495,2020-09-18,180103(*),0.08,Autoclave,,,2020,9
1496,2020-09-18,180103(*),0.15,Autoclave,,,2020,9
1497,2020-09-18,180401(*),0.0,Aterro,,,2020,9
1498,2020-09-18,180111(*),0.27,Aterro,,,2020,9
1499,2020-09-21,180103(*),0.09,Autoclave,,,2020,9
1500,2020-09-21,180401(*),0.0,Aterro,,,2020,9
1501,2020-09-21,180111(*),0.31,Aterro,,,2020,9
1502,2020-09-21,180103(*),0.0,Autoclave,,,2020,9
1503,2020-09-22,180401(*),0.0,Aterro,,,2020,9
1504,2020-09-22,180111(*),0.29,Aterro,,,2020,9
1505,2020-09-22,180103(*),0.07,Autoclave,,,2020,9
1506,2020-09-23,180103(*),0.06,Autoclave,,,2020,9
1507,2020-09-23,180401(*),0.0,Aterro,,,2020,9
1508,2020-09-23,180111(*),0.31,Aterro,,,2020,9
1509,2020-09-24,180401(*),0.0,Aterro,,,2020,9
1510,2020-09-24,180111(*),0.35,Aterro,,,2020,9
1511,2020-09-24,180103(*),0.07,Autoclave,,,2020,9
1512,2020-09-24,180401(*),0.0,Aterro,,,2020,9
1513,2020-09-24,180111(*),0.31,Aterro,,,2020,9
1514,2020-09-24,180103(*),0.08,Autoclave,,,2020,9
1515,2020-09-25,180103(*),0.0,Autoclave,,,2020,9
1516,2020-09-25,180401(*),0.0,Aterro,,,2020,9
1517,2020-09-25,180111(*),0.26,Aterro,,,2020,9
1518,2020-09-25,180103(*),0.16,Autoclave,,,2020,9
1519,2020-09-28,180103(*),0.09,Autoclave,,,2020,9
1520,2020-09-28,180401(*),0.0,Aterro,,,2020,9
1521,2020-09-28,180111(*),0.32,Aterro,,,2020,9
1522,2020-09-29,180103(*),0.09,Autoclave,,,2020,9
1523,2020-09-29,180401(*),0.0,Aterro,,,2020,9
1524,2020-09-29,180111(*),0.29,Aterro,,,2020,9
1525,2020-09-29,180205(*),0.0,Incineração,,,2020,9
1526,2020-09-29,GrupoE,0.01,Incineração,,,2020,9
1527,2020-09-29,180103(*),0.0,Autoclave,,,2020,9
1528,2020-09-29,180401(*),0.0,Aterro,,,2020,9
1529,2020-09-29,180111(*),0.0,Aterro,,,2020,9
1530,2020-09-30,180401(*),0.0,Aterro,,,2020,9
1531,2020-09-30,180111(*),0.29,Aterro,,,2020,9
1532,2020-09-30,180103(*),0.08,Autoclave,,,2020,9
1533,2020-10-01,180103(*),0.09,Autoclave,,,2020,10
1534,2020-10-01,180401(*),0.0,Aterro,,,2020,10
1535,2020-10-01,180111(*),0.24,Aterro,,,2020,10
1536,2020-10-02,180103(*),0.09,Autoclave,,,2020,10
1537,2020-10-02,180401(*),0.0,Aterro,,,2020,10
1538,2020-10-02,180111(*),0.21,Aterro,,,2020,10
1539,2020-10-02,180103(*),0.16,Autoclave,,,2020,10
1540,2020-10-02,180401(*),0.0,Aterro,,,2020,10
1541,2020-10-02,180111(*),0.34,Aterro,,,2020,10
1542,2020-10-05,180103(*),0.08,Autoclave,,,2020,10
1543,2020-10-05,180401(*),0.0,Aterro,,,2020,10
1544,2020-10-05,180111(*),0.28,Aterro,,,2020,10
1545,2020-10-05,180103(*),0.08,Autoclave,,,2020,10
1546,2020-10-05,180401(*),0.0,Aterro,,,2020,10
1547,2020-10-05,180111(*),0.31,Aterro,,,2020,10
1548,2020-10-06,180401(*),0.0,Aterro,,,2020,10
1549,2020-10-06,180111(*),0.28,Aterro,,,2020,10
1550,2020-10-06,180103(*),0.09,Autoclave,,,2020,10
1551,2020-10-06,180401(*),0.0,Aterro,,,2020,10
1552,2020-10-06,180111(*),0.31,Aterro,,,2020,10
1553,2020-10-06,180103(*),0.08,Autoclave,,,2020,10
1554,2020-10-06,180401(*),0.0,Aterro,,,2020,10
1555,2020-10-06,180111(*),0.33,Aterro,,,2020,10
1556,2020-10-06,180103(*),0.08,Autoclave,,,2020,10
1557,2020-10-07,180103(*),0.18,Autoclave,,,2020,10
1558,2020-10-07,180401(*),0.0,Aterro,,,2020,10
1559,2020-10-07,180111(*),0.26,Aterro,,,2020,10
1560,2020-10-07,180401(*),0.02,Aterro,,,2020,10
1561,2020-10-07,180111(*),0.14,Aterro,,,2020,10
1562,2020-10-07,180103(*),0.08,Autoclave,,,2020,10
1563,2020-10-07,180103(*),0.11,Autoclave,,,2020,10
1564,2020-10-08,180401(*),0.0,Aterro,,,2020,10
1565,2020-10-08,180111(*),0.28,Aterro,,,2020,10
1566,2020-10-09,180401(*),0.0,Aterro,,,2020,10
1567,2020-10-09,180111(*),0.36,Aterro,,,2020,10
1568,2020-10-09,180103(*),0.1,Autoclave,,,2020,10
1569,2020-10-13,180103(*),0.1,Autoclave,,,2020,10
1570,2020-10-13,180401(*),0.0,Aterro,,,2020,10
1571,2020-10-13,180111(*),0.27,Aterro,,,2020,10
1572,2020-10-16,180401(*),0.0,Aterro,,,2020,10
1573,2020-10-16,180111(*),0.27,Aterro,,,2020,10
1574,2020-10-16,180103(*),0.08,Autoclave,,,2020,10
1575,2020-10-16,180401(*),0.0,Aterro,,,2020,10
1576,2020-10-16,180111(*),0.29,Aterro,,,2020,10
1577,2020-10-16,180103(*),0.22,Autoclave,,,2020,10
1578,2020-10-19,180401(*),0.0,Aterro,,,2020,10
1579,2020-10-19,180111(*),0.24,Aterro,,,2020,10
1580,2020-10-19,180103(*),0.13,Autoclave,,,2020,10
1581,2020-10-20,180401(*),0.0,Aterro,,,2020,10
1582,2020-10-20,180111(*),0.26,Aterro,,,2020,10
1583,2020-10-20,180103(*),0.13,Autoclave,,,2020,10
1584,2020-10-21,180103(*),0.11,Autoclave,,,2020,10
1585,2020-10-21,180401(*),0.0,Aterro,,,2020,10
1586,2020-10-21,180111(*),0.32,Aterro,,,2020,10
1587,2020-10-22,180401(*),0.0,Aterro,,,2020,10
1588,2020-10-22,180111(*),0.3,Aterro,,,2020,10
1589,2020-10-22,180103(*),0.12,Autoclave,,,2020,10
1590,2020-10-23,180103(*),0.11,Autoclave,,,2020,10
1591,2020-10-23,180103(*),0.24,Autoclave,,,2020,10
1592,2020-10-23,180401(*),0.0,Aterro,,,2020,10
1593,2020-10-23,180111(*),0.38,Aterro,,,2020,10
1594,2020-10-23,180401(*),0.0,Aterro,,,2020,10
1595,2020-10-23,180111(*),0.25,Aterro,,,2020,10
1596,2020-10-26,180401(*),0.0,Aterro,,,2020,10
1597,2020-10-26,180111(*),0.28,Aterro,,,2020,10
1598,2020-10-26,180103(*),0.12,Autoclave,,,2020,10
1599,2020-10-27,180103(*),0.12,Autoclave,,,2020,10
1600,2020-10-27,180401(*),0.0,Aterro,,,2020,10
1601,2020-10-27,180111(*),0.26,Aterro,,,2020,10
1602,2020-10-27,180103(*),0.14,Autoclave,,,2020,10
1603,2020-10-27,180401(*),0.0,Aterro,,,2020,10
1604,2020-10-27,180111(*),0.32,Aterro,,,2020,10
1605,2020-10-28,180103(*),0.12,Autoclave,,,2020,10
1606,2020-10-28,180401(*),0.0,Aterro,,,2020,10
1607,2020-10-28,180111(*),0.25,Aterro,,,2020,10
1608,2020-10-28,180401(*),0.0,Aterro,,,2020,10
1609,2020-10-28,180111(*),0.28,Aterro,,,2020,10
1610,2020-10-28,180103(*),0.14,Autoclave,,,2020,10
1611,2020-10-29,180103(*),0.29,Autoclave,,,2020,10
1612,2020-10-29,180401(*),0.0,Aterro,,,2020,10
1613,2020-10-29,180111(*),0.23,Aterro,,,2020,10
1614,2020-10-30,180401(*),0.0,Aterro,,,2020,10
1615,2020-10-30,180111(*),0.21,Aterro,,,2020,10
1616,2020-10-30,180103(*),0.11,Autoclave,,,2020,10
1617,2020-10-30,180401(*),0.0,Aterro,,,2020,10
1618,2020-10-30,180111(*),0.23,Aterro,,,2020,10
1619,2020-10-30,180103(*),0.13,Autoclave,,,2020,10
1620,2020-11-04,180401(*),0.0,Aterro,,,2020,11
1621,2020-11-04,180111(*),0.3,Aterro,,,2020,11
1622,2020-11-04,180103(*),0.12,Autoclave,,,2020,11
1623,2020-11-05,180103(*),0.17,Autoclave,,,2020,11
1624,2020-11-05,180401(*),0.0,Aterro,,,2020,11
1625,2020-11-05,180111(*),0.3,Aterro,,,2020,11
1626,2020-11-05,180401(*),0.0,Aterro,,,2020,11
1627,2020-11-05,180111(*),0.32,Aterro,,,2020,11
1628,2020-11-05,180103(*),0.15,Autoclave,,,2020,11
1629,2020-11-06,180401(*),0.0,Aterro,,,2020,11
1630,2020-11-06,180111(*),0.32,Aterro,,,2020,11
1631,2020-11-06,180103(*),0.26,Autoclave,,,2020,11
1632,2020-11-09,180401(*),0.0,Aterro,,,2020,11
1633,2020-11-09,180111(*),0.4,Aterro,,,2020,11
1634,2020-11-09,180103(*),0.1,Autoclave,,,2020,11
1635,2020-11-10,180401(*),0.0,Aterro,,,2020,11
1636,2020-11-10,180111(*),0.35,Aterro,,,2020,11
1637,2020-11-10,180103(*),0.09,Autoclave,,,2020,11
1638,2020-11-11,180401(*),0.0,Aterro,,,2020,11
1639,2020-11-11,180111(*),0.29,Aterro,,,2020,11
1640,2020-11-11,180103(*),0.17,Autoclave,,,2020,11
1641,2020-11-12,180103(*),0.18,Autoclave,,,2020,11
1642,2020-11-12,180401(*),0.0,Aterro,,,2020,11
1643,2020-11-12,180111(*),0.3,Aterro,,,2020,11
1644,2020-11-13,180103(*),0.15,Autoclave,,,2020,11
1645,2020-11-13,180401(*),0.0,Aterro,,,2020,11
1646,2020-11-13,180111(*),0.29,Aterro,,,2020,11
1647,2020-11-13,180103(*),0.27,Autoclave,,,2020,11
1648,2020-11-13,180401(*),0.0,Aterro,,,2020,11
1649,2020-11-13,180111(*),0.19,Aterro,,,2020,11
1650,2020-11-16,180401(*),0.0,Aterro,,,2020,11
1651,2020-11-16,180111(*),0.32,Aterro,,,2020,11
1652,2020-11-16,180103(*),0.14,Autoclave,,,2020,11
1653,2020-11-17,180401(*),0.0,Aterro,,,2020,11
1654,2020-11-17,180111(*),0.29,Aterro,,,2020,11
1655,2020-11-17,180103(*),0.17,Autoclave,,,2020,11
1656,2020-11-18,180401(*),0.0,Aterro,,,2020,11
1657,2020-11-18,180111(*),0.32,Aterro,,,2020,11
1658,2020-11-18,180103(*),0.14,Autoclave,,,2020,11
1659,2020-11-19,180103(*),0.16,Autoclave,,,2020,11
1660,2020-11-19,180401(*),0.0,Aterro,,,2020,11
1661,2020-11-19,180111(*),0.31,Aterro,,,2020,11
1662,2020-11-19,180401(*),0.0,Aterro,,,2020,11
1663,2020-11-19,180111(*),0.31,Aterro,,,2020,11
1664,2020-11-19,180103(*),0.13,Autoclave,,,2020,11
1665,2020-11-20,180103(*),0.26,Autoclave,,,2020,11
1666,2020-11-20,180401(*),0.0,Aterro,,,2020,11
1667,2020-11-20,180111(*),0.31,Aterro,,,2020,11
1668,2020-11-23,180401(*),0.0,Aterro,,,2020,11
1669,2020-11-23,180111(*),0.28,Aterro,,,2020,11
1670,2020-11-23,180103(*),0.15,Autoclave,,,2020,11
1671,2020-11-24,180401(*),0.0,Aterro,,,2020,11
1672,2020-11-24,180111(*),0.32,Aterro,,,2020,11
1673,2020-11-24,180103(*),0.13,Autoclave,,,2020,11
1674,2020-11-25,180401(*),0.0,Aterro,,,2020,11
1675,2020-11-25,180111(*),0.28,Aterro,,,2020,11
1676,2020-11-25,180103(*),0.15,Autoclave,,,2020,11
1677,2020-11-26,180401(*),0.0,Aterro,,,2020,11
1678,2020-11-26,180111(*),0.29,Aterro,,,2020,11
1679,2020-11-26,180103(*),0.12,Autoclave,,,2020,11
1680,2020-11-26,180401(*),0.0,Aterro,,,2020,11
1681,2020-11-26,180111(*),0.32,Aterro,,,2020,11
1682,2020-11-27,180103(*),0.1,Autoclave,,,2020,11
1683,2020-11-27,180401(*),0.0,Aterro,,,2020,11
1684,2020-11-27,180111(*),0.32,Aterro,,,2020,11
1685,2020-11-27,180103(*),0.26,Autoclave,,,2020,11
1686,2020-11-30,180401(*),0.0,Aterro,,,2020,11
1687,2020-11-30,180111(*),0.28,Aterro,,,2020,11
1688,2020-11-30,180103(*),0.11,Autoclave,,,2020,11
1689,2020-12-01,180103(*),0.19,Autoclave,,,2020,12
1690,2020-12-01,180103(*),0.0,Autoclave,,,2020,12
1691,2020-12-01,180401(*),0.0,Aterro,,,2020,12
1692,2020-12-01,180111(*),0.3,Aterro,,,2020,12
1693,2020-12-02,180401(*),0.0,Aterro,,,2020,12
1694,2020-12-02,180111(*),0.25,Aterro,,,2020,12
1695,2020-12-02,180103(*),0.13,Autoclave,,,2020,12
1696,2020-12-03,180401(*),0.0,Aterro,,,2020,12
1697,2020-12-03,180111(*),0.31,Aterro,,,2020,12
1698,2020-12-03,180103(*),0.11,Autoclave,,,2020,12
1699,2020-12-04,180103(*),0.14,Autoclave,,,2020,12
1700,2020-12-04,180401(*),0.0,Aterro,,,2020,12
1701,2020-12-04,180111(*),0.31,Aterro,,,2020,12
1702,2020-12-04,180401(*),0.0,Aterro,,,2020,12
1703,2020-12-04,180111(*),0.33,Aterro,,,2020,12
1704,2020-12-04,180103(*),0.26,Autoclave,,,2020,12
1705,2020-12-07,180401(*),0.0,Aterro,,,2020,12
1706,2020-12-07,180111(*),0.3,Aterro,,,2020,12
1707,2020-12-07,180103(*),0.14,Autoclave,,,2020,12
1708,2020-12-08,180106(*),0.0,Aterro,,,2020,12
1709,2020-12-08,180102(*),0.0,Autoclave,,,2020,12
1710,2020-12-08,180103(*),0.0,Autoclave,,,2020,12
1711,2020-12-08,180401(*),0.0,Aterro,,,2020,12
1712,2020-12-08,180111(*),0.3,Aterro,,,2020,12
1713,2020-12-08,180401(*),0.0,Aterro,,,2020,12
1714,2020-12-08,180111(*),0.0,Aterro,,,2020,12
1715,2020-12-08,180102(*),0.16,Autoclave,,,2020,12
1716,2020-12-09,180401(*),0.0,Aterro,,,2020,12
1717,2020-12-09,180111(*),0.35,Aterro,,,2020,12
1718,2020-12-09,180103(*),0.15,Autoclave,,,2020,12
1719,2020-12-10,180401(*),0.0,Aterro,,,2020,12
1720,2020-12-10,180111(*),0.27,Aterro,,,2020,12
1721,2020-12-10,180103(*),0.11,Autoclave,,,2020,12
1722,2020-12-11,180102(*),0.14,Autoclave,,,2020,12
1723,2020-12-11,180401(*),0.0,Aterro,,,2020,12
1724,2020-12-11,180111(*),0.33,Aterro,,,2020,12
1725,2020-12-11,180102(*),0.42,Autoclave,,,2020,12
1726,2020-12-11,180401(*),0.0,Aterro,,,2020,12
1727,2020-12-11,180111(*),0.31,Aterro,,,2020,12
1728,2020-12-14,180401(*),0.0,Aterro,,,2020,12
1729,2020-12-14,180111(*),0.25,Aterro,,,2020,12
1730,2020-12-14,180102(*),0.13,Autoclave,,,2020,12
1731,2020-12-15,180401(*),0.0,Aterro,,,2020,12
1732,2020-12-15,180111(*),0.32,Aterro,,,2020,12
1733,2020-12-15,180102(*),0.18,Autoclave,,,2020,12
1734,2020-12-16,180401(*),0.0,Aterro,,,2020,12
1735,2020-12-16,180111(*),0.31,Aterro,,,2020,12
1736,2020-12-16,180103(*),0.09,Autoclave,,,2020,12
1737,2020-12-17,180102(*),0.15,Autoclave,,,2020,12
1738,2020-12-17,180401(*),0.0,Aterro,,,2020,12
1739,2020-12-17,180111(*),0.27,Aterro,,,2020,12
1740,2020-12-18,180401(*),0.0,Aterro,,,2020,12
1741,2020-12-18,180111(*),0.28,Aterro,,,2020,12
1742,2020-12-18,180102(*),0.14,Autoclave,,,2020,12
1743,2020-12-18,180401(*),0.0,Aterro,,,2020,12
1744,2020-12-18,180111(*),0.0,Aterro,,,2020,12
1745,2020-12-18,180401(*),0.0,Aterro,,,2020,12
1746,2020-12-18,180111(*),0.28,Aterro,,,2020,12
1747,2020-12-18,180102(*),0.26,Autoclave,,,2020,12
1748,2020-12-21,180401(*),0.0,Aterro,,,2020,12
1749,2020-12-21,180111(*),0.31,Aterro,,,2020,12
1750,2020-12-21,180102(*),0.15,Autoclave,,,2020,12
1751,2020-12-22,180401(*),0.0,Aterro,,,2020,12
1752,2020-12-22,180111(*),0.26,Aterro,,,2020,12
1753,2020-12-22,180102(*),0.12,Autoclave,,,2020,12
1754,2020-12-22,180401(*),0.0,Aterro,,,2020,12
1755,2020-12-22,180111(*),0.14,Aterro,,,2020,12
1756,2020-12-22,180102(*),0.14,Autoclave,,,2020,12
1757,2020-12-22,180401(*),0.0,Aterro,,,2020,12
1758,2020-12-22,180111(*),0.09,Aterro,,,2020,12
1759,2020-12-22,180102(*),0.1,Autoclave,,,2020,12
1760,2020-12-23,180401(*),0.0,Aterro,,,2020,12
1761,2020-12-23,180111(*),0.13,Aterro,,,2020,12
1762,2020-12-23,180102(*),0.14,Autoclave,,,2020,12
1763,2020-12-23,180102(*),0.23,Autoclave,,,2020,12
1764,2020-12-23,180401(*),0.0,Aterro,,,2020,12
1765,2020-12-23,180111(*),0.17,Aterro,,,2020,12
1766,2020-12-28,180102(*),0.1,Autoclave,,,2020,12
1767,2020-12-28,180401(*),0.0,Aterro,,,2020,12
1768,2020-12-28,180111(*),0.17,Aterro,,,2020,12
1769,2020-12-29,180401(*),0.0,Aterro,,,2020,12
1770,2020-12-29,180111(*),0.17,Aterro,,,2020,12
1771,2020-12-29,180401(*),0.0,Aterro,,,2020,12
1772,2020-12-29,180111(*),0.14,Aterro,,,2020,12
1773,2020-12-29,180102(*),0.11,Autoclave,,,2020,12
1774,2020-12-29,180102(*),0.11,Autoclave,,,2020,12
1775,2020-12-29,180401(*),0.0,Aterro,,,2020,12
1776,2020-12-29,180111(*),0.05,Aterro,,,2020,12
1777,2020-12-29,180102(*),0.2,Autoclave,,,2020,12
1778,2020-12-29,180401(*),0.0,Aterro,,,2020,12
1779,2020-12-29,180111(*),0.07,Aterro,,,2020,12
1780,2020-12-29,180102(*),0.13,Autoclave,,,2020,12
1781,2020-12-29,180401(*),0.0,Aterro,,,2020,12
1782,2020-12-29,180111(*),0.14,Aterro,,,2020,12
1783,2020-12-29,180102(*),0.3,Autoclave,,,2020,12
1784,2021-01-04,180401(*),0.0,Aterro,,,2021,1
1785,2021-01-04,180111(*),0.19,Aterro,,,2021,1
1786,2021-01-04,180102(*),0.15,Autoclave,,,2021,1
1787,2021-01-05,180102(*),0.11,Autoclave,,,2021,1
1788,2021-01-05,180106(*),0.0,Aterro,,,2021,1
1789,2021-01-05,180102(*),0.0,Autoclave,,,2021,1
1790,2021-01-05,180103(*),0.0,Autoclave,,,2021,1
1791,2021-01-05,180401(*),0.0,Aterro,,,2021,1
1792,2021-01-05,180111(*),0.18,Aterro,,,2021,1
1793,2021-01-06,180401(*),0.0,Aterro,,,2021,1
1794,2021-01-06,180111(*),0.28,Aterro,,,2021,1
1795,2021-01-06,180102(*),0.2,Autoclave,,,2021,1
1796,2021-01-07,180401(*),0.0,Aterro,,,2021,1
1797,2021-01-07,180111(*),0.25,Aterro,,,2021,1
