Data;Residuo;Quantidade;Tecnologia;;
2019-09-09;180111(*);0.28;Aterro;;
2019-09-10;180401(*);0.00;Aterro;;
2019-09-10;180111(*);0.23;Aterro;;
2019-09-11;180401(*);0.00;Aterro;;
2019-09-11;180111(*);0.28;Aterro;;
2019-09-11;180401(*);0.00;Aterro;;
2019-09-11;180111(*);0.20;Aterro;;
2019-09-12;180401(*);0.00;Aterro;;
2019-09-12;180111(*);0.21;Aterro;;
2019-09-16;180401(*);0.00;Aterro;;
2019-09-16;180111(*);0.18;Aterro;;
2019-09-17;180401(*);0.00;Aterro;;
2019-09-17;180111(*);0.25;Aterro;;
2019-09-18;180401(*);0.00;Aterro;;
2019-09-18;180111(*);0.13;Aterro;;
2019-09-19;180401(*);0.00;Aterro;;
2019-09-19;180111(*);0.29;Aterro;;
2019-09-20;180401(*);0.00;Aterro;;
2019-09-20;180111(*);0.20;Aterro;;
2019-09-20;180401(*);0.00;Aterro;;
2019-09-20;180111(*);0.21;Aterro;;
2019-09-23;180401(*);0.00;Aterro;;
2019-09-23;180111(*);0.24;Aterro;;
2019-09-24;180401(*);0.00;Aterro;;
2019-09-24;180111(*);0.24;Aterro;;
2019-09-25;180401(*);0.00;Aterro;;
2019-09-25;180111(*);0.24;Aterro;;
2019-09-26;180401(*);0.00;Aterro;;
2019-09-26;180111(*);0.16;Aterro;;
2019-09-27;180401(*);0.00;Aterro;;
2019-09-27;180111(*);0.20;Aterro;;
2019-09-27;180401(*);0.00;Aterro;;
2019-09-27;180111(*);0.23;Aterro;;
2019-09-30;180401(*);0.00;Aterro;;
2019-09-30;180111(*);0.19;Aterro;;
2019-10-01;180401(*);0.00;Aterro;;
2019-10-01;180111(*);0.15;Aterro;;
2019-10-02;180401(*);0.00;Aterro;;
2019-10-02;180111(*);0.22;Aterro;;
2019-10-03;180401(*);0.00;Aterro;;
2019-10-03;180111(*);0.25;Aterro;;
2019-10-04;180401(*);0.00;Aterro;;
2019-10-04;180111(*);0.24;Aterro;;
2019-10-04;180401(*);0.00;Aterro;;
2019-10-04;180111(*);0.22;Aterro;;
2019-10-07;180401(*);0.00;Aterro;;
2019-10-07;180111(*);0.19;Aterro;;
2019-10-08;180401(*);0.00;Aterro;;
2019-10-08;180111(*);0.21;Aterro;;
2019-10-09;180401(*);0.00;Aterro;;
2019-10-09;180111(*);0.24;Aterro;;
2019-10-10;180401(*);0.00;Aterro;;
2019-10-10;180111(*);0.24;Aterro;;
2019-10-11;180401(*);0.00;Aterro;;
2019-10-11;180111(*);0.22;Aterro;;
2019-10-11;180401(*);0.00;Aterro;;
2019-10-11;180111(*);0.21;Aterro;;
2019-10-11;180205(*);0.03;Incineração;;
2019-10-11;180205(*);0.02;Incineração;;
2019-10-11;180205(*);0.00;Incineração;;
2019-10-14;180401(*);0.00;Aterro;;
2019-10-14;180111(*);0.16;Aterro;;
2019-10-15;180401(*);0.00;Aterro;;
2019-10-15;180111(*);0.20;Aterro;;
2019-10-15;180401(*);0.00;Aterro;;
2019-10-15;180111(*);0.20;Aterro;;
2019-10-16;180401(*);0.00;Aterro;;
2019-10-16;180111(*);0.22;Aterro;;
2019-10-18;180401(*);0.00;Aterro;;
2019-10-18;180111(*);0.21;Aterro;;
2019-10-18;180401(*);0.00;Aterro;;
2019-10-18;180111(*);0.23;Aterro;;
2019-10-21;180401(*);0.00;Aterro;;
2019-10-21;180111(*);0.19;Aterro;;
2019-10-22;180401(*);0.00;Aterro;;
2019-10-22;180111(*);0.22;Aterro;;
2019-10-23;180401(*);0.00;Aterro;;
2019-10-23;180111(*);0.20;Aterro;;
2019-10-24;180401(*);0.00;Aterro;;
2019-10-24;180111(*);0.22;Aterro;;
2019-10-25;180401(*);0.00;Aterro;;
2019-10-25;180111(*);0.22;Aterro;;
2019-10-25;180401(*);0.00;Aterro;;
2019-10-25;180111(*);0.24;Aterro;;
2019-10-28;180401(*);0.00;Aterro;;
2019-10-28;180111(*);0.22;Aterro;;
2019-10-29;180401(*);0.00;Aterro;;
2019-10-29;180111(*);0.24;Aterro;;
2019-10-30;180401(*);0.00;Aterro;;
2019-10-30;180111(*);0.22;Aterro;;
2019-10-31;180401(*);0.00;Aterro;;
2019-10-31;180111(*);0.20;Aterro;;
2019-11-01;180401(*);0.00;Aterro;;
2019-11-01;180111(*);0.18;Aterro;;
2019-11-01;180401(*);0.00;Aterro;;
2019-11-01;180111(*);0.19;Aterro;;
2019-11-04;180401(*);0.00;Aterro;;
2019-11-04;180111(*);0.19;Aterro;;
2019-11-05;180401(*);0.00;Aterro;;
2019-11-05;180111(*);0.24;Aterro;;
2019-11-06;180401(*);0.00;Aterro;;
2019-11-06;180111(*);0.19;Aterro;;
2019-11-07;180401(*);0.00;Aterro;;
2019-11-07;180111(*);0.19;Aterro;;
2019-11-07;180401(*);0.00;Aterro;;
2019-11-07;180111(*);0.18;Aterro;;
2019-11-08;180401(*);0.00;Aterro;;
2019-11-08;180111(*);0.16;Aterro;;
2019-11-11;180401(*);0.00;Aterro;;
2019-11-11;180111(*);0.27;Aterro;;
2019-11-11;180401(*);0.00;Aterro;;
2019-11-11;180111(*);0.29;Aterro;;
2019-11-11;180401(*);0.00;Aterro;;
2019-11-11;180111(*);0.17;Aterro;;
2019-11-12;180401(*);0.00;Aterro;;
2019-11-12;180111(*);0.27;Aterro;;
2019-11-12;180401(*);0.00;Aterro;;
2019-11-12;180111(*);0.13;Aterro;;
2019-11-12;180401(*);0.00;Aterro;;
2019-11-12;180111(*);0.23;Aterro;;
2019-11-13;180401(*);0.00;Aterro;;
2019-11-13;180111(*);0.26;Aterro;;
2019-11-14;180401(*);0.00;Aterro;;
2019-11-14;180111(*);0.19;Aterro;;
2019-11-19;180401(*);0.00;Aterro;;
2019-11-19;180111(*);0.28;Aterro;;
2019-11-21;180401(*);0.00;Aterro;;
2019-11-21;180111(*);0.24;Aterro;;
2019-11-21;180401(*);0.00;Aterro;;
2019-11-21;180111(*);0.23;Aterro;;
2019-11-22;180401(*);0.00;Aterro;;
2019-11-22;180111(*);0.22;Aterro;;
2019-11-25;180401(*);0.00;Aterro;;
2019-11-25;180111(*);0.24;Aterro;;
2019-11-26;180205(*);0.00;Incineração;;
2019-11-26;GrupoE;0.00;Incineração;;
2019-11-26;180401(*);0.00;Aterro;;
2019-11-26;180111(*);0.26;Aterro;;
2019-11-27;180401(*);0.00;Aterro;;
2019-11-27;180111(*);0.19;Aterro;;
2019-11-28;180401(*);0.00;Aterro;;
2019-11-28;180111(*);0.21;Aterro;;
2019-11-28;180401(*);0.00;Aterro;;
2019-11-28;180111(*);0.26;Aterro;;
2019-11-29;180401(*);0.00;Aterro;;
2019-11-29;180111(*);0.23;Aterro;;
2019-12-02;180401(*);0.00;Aterro;;
2019-12-02;180111(*);0.25;Aterro;;
2019-12-03;180205(*);0.00;Incineração;;
2019-12-03;GrupoE;0.01;Incineração;;
2019-12-03;180401(*);0.00;Aterro;;
2019-12-03;180111(*);0.26;Aterro;;
2019-12-04;180401(*);0.00;Aterro;;
2019-12-04;180111(*);0.19;Aterro;;
2019-12-04;180401(*);0.00;Aterro;;
2019-12-04;180111(*);0.24;Aterro;;
2019-12-05;180401(*);0.00;Aterro;;
2019-12-05;180111(*);0.22;Aterro;;
2019-12-06;180401(*);0.01;Aterro;;
2019-12-06;180111(*);0.21;Aterro;;
2019-12-09;180205(*);0.00;Incineração;;
2019-12-09;GrupoE;0.02;Incineração;;
2019-12-09;180401(*);0.00;Aterro;;
2019-12-09;180111(*);0.17;Aterro;;
2019-12-10;180401(*);0.00;Aterro;;
2019-12-10;180111(*);0.27;Aterro;;
2019-12-11;180401(*);0.00;Aterro;;
2019-12-11;180111(*);0.19;Aterro;;
2019-12-11;180205(*);0.00;Incineração;;
2019-12-11;GrupoE;0.00;Incineração;;
2019-12-11;180103(*);0.00;Autoclave;;
2019-12-12;180401(*);0.00;Aterro;;
2019-12-12;180111(*);0.31;Aterro;;
2019-12-13;180401(*);0.00;Aterro;;
2019-12-13;180111(*);0.24;Aterro;;
2019-12-13;180401(*);0.00;Aterro;;
2019-12-13;180111(*);0.26;Aterro;;
2019-12-13;180401(*);0.00;Aterro;;
2019-12-13;180111(*);0.00;Aterro;;
2019-12-16;180401(*);0.00;Aterro;;
2019-12-16;180111(*);0.19;Aterro;;
2019-12-17;180205(*);0.00;Incineração;;
2019-12-17;GrupoE;0.01;Incineração;;
2019-12-17;180401(*);0.00;Aterro;;
2019-12-17;180111(*);0.27;Aterro;;
2019-12-18;180401(*);0.00;Aterro;;
2019-12-18;180111(*);0.11;Aterro;;
2019-12-18;180401(*);0.00;Aterro;;
2019-12-18;180111(*);0.00;Aterro;;
2019-12-18;180401(*);0.00;Aterro;;
2019-12-18;180111(*);0.28;Aterro;;
2019-12-19;180401(*);0.00;Aterro;;
2019-12-19;180111(*);0.15;Aterro;;
2019-12-19;180401(*);0.00;Aterro;;
2019-12-19;180111(*);0.11;Aterro;;
2019-12-19;180401(*);0.00;Aterro;;
2019-12-19;180111(*);0.22;Aterro;;
2019-12-20;180401(*);0.00;Aterro;;
2019-12-20;180111(*);0.18;Aterro;;
2019-12-20;180401(*);0.00;Aterro;;
2019-12-20;180111(*);0.10;Aterro;;
2019-12-20;180401(*);0.00;Aterro;;
2019-12-20;180111(*);0.11;Aterro;;
2019-12-20;180401(*);0.00;Aterro;;
2019-12-20;180111(*);0.27;Aterro;;
2019-12-20;180401(*);0.00;Aterro;;
2019-12-20;180111(*);0.21;Aterro;;
2019-12-23;180401(*);0.00;Aterro;;
2019-12-23;180111(*);0.00;Aterro;;
2019-12-23;180401(*);0.00;Aterro;;
2019-12-23;180111(*);0.15;Aterro;;
2019-12-23;180401(*);0.00;Aterro;;
2019-12-23;180111(*);0.14;Aterro;;
2019-12-23;180401(*);0.00;Aterro;;
2019-12-23;180111(*);0.08;Aterro;;
2019-12-26;180401(*);0.00;Aterro;;
2019-12-26;180111(*);0.17;Aterro;;
2019-12-30;180205(*);0.00;Incineração;;
2019-12-30;GrupoE;0.00;Incineração;;
2019-12-30;180401(*);0.00;Aterro;;
2019-12-30;180111(*);0.08;Aterro;;
2020-01-03;180401(*);0.00;Aterro;;
2020-01-03;180111(*);0.16;Aterro;;
2020-01-06;180401(*);0.00;Aterro;;
2020-01-06;180111(*);0.23;Aterro;;
2020-01-06;180401(*);0.00;Aterro;;
2020-01-06;180111(*);0.26;Aterro;;
2020-01-06;180401(*);0.00;Aterro;;
2020-01-06;180111(*);0.00;Aterro;;
2020-01-07;180401(*);0.00;Aterro;;
2020-01-07;180111(*);0.00;Aterro;;
2020-01-07;180401(*);0.00;Aterro;;
2020-01-07;180111(*);0.27;Aterro;;
2020-01-08;180401(*);0.00;Aterro;;
2020-01-08;180111(*);0.22;Aterro;;
2020-01-08;180401(*);0.00;Aterro;;
2020-01-08;180111(*);0.00;Aterro;;
2020-01-08;180401(*);0.00;Aterro;;
2020-01-08;180111(*);0.22;Aterro;;
2020-01-09;180103(*);0.00;Autoclave;;
2020-01-09;180401(*);0.00;Aterro;;
2020-01-09;180111(*);0.00;Aterro;;
2020-01-09;180401(*);0.00;Aterro;;
2020-01-09;180111(*);0.31;Aterro;;
2020-01-10;180401(*);0.00;Aterro;;
2020-01-10;180111(*);0.27;Aterro;;
2020-01-10;180103(*);0.00;Autoclave;;
2020-01-10;180401(*);0.00;Aterro;;
2020-01-10;180111(*);0.21;Aterro;;
2020-01-13;180401(*);0.00;Aterro;;
2020-01-13;180111(*);0.24;Aterro;;
2020-01-13;180401(*);0.00;Aterro;;
2020-01-13;180111(*);0.23;Aterro;;
2020-01-16;180401(*);0.00;Aterro;;
2020-01-16;180111(*);0.24;Aterro;;
2020-01-17;180401(*);0.00;Aterro;;
2020-01-17;180111(*);0.24;Aterro;;
2020-01-17;180401(*);0.00;Aterro;;
2020-01-17;180111(*);0.26;Aterro;;
2020-01-20;180103(*);0.00;Autoclave;;
2020-01-20;180401(*);0.00;Aterro;;
2020-01-20;180111(*);0.22;Aterro;;
2020-01-20;180401(*);0.00;Aterro;;
2020-01-20;180111(*);0.00;Aterro;;
2020-01-21;180401(*);0.00;Aterro;;
2020-01-21;180111(*);0.24;Aterro;;
2020-01-22;180401(*);0.00;Aterro;;
2020-01-22;180111(*);0.28;Aterro;;
2020-01-23;180401(*);0.00;Aterro;;
2020-01-23;180111(*);0.24;Aterro;;
2020-01-23;180401(*);0.00;Aterro;;
2020-01-23;180111(*);0.26;Aterro;;
2020-01-24;180401(*);0.00;Aterro;;
2020-01-24;180111(*);0.31;Aterro;;
2020-01-27;180401(*);0.00;Aterro;;
2020-01-27;180111(*);0.00;Aterro;;
2020-01-27;180103(*);0.00;Autoclave;;
2020-01-27;180401(*);0.00;Aterro;;
2020-01-27;180111(*);0.20;Aterro;;
2020-01-29;180401(*);0.00;Aterro;;
2020-01-29;180111(*);0.27;Aterro;;
2020-01-30;180401(*);0.00;Aterro;;
2020-01-30;180111(*);0.23;Aterro;;
2020-01-30;180401(*);0.00;Aterro;;
2020-01-30;180111(*);0.24;Aterro;;
2020-01-30;180401(*);0.00;Aterro;;
2020-01-30;180111(*);0.27;Aterro;;
2020-01-31;180401(*);0.00;Aterro;;
2020-01-31;180111(*);0.24;Aterro;;
2020-01-31;180205(*);0.00;Incineração;;
2020-01-31;GrupoE;0.01;Incineração;;
2020-01-31;180103(*);0.00;Autoclave;;
2020-01-31;180401(*);0.00;Aterro;;
2020-01-31;180111(*);0.21;Aterro;;
2020-01-31;180401(*);0.00;Aterro;;
2020-01-31;180111(*);0.00;Aterro;;
2020-02-03;180401(*);0.00;Aterro;;
2020-02-03;180111(*);0.24;Aterro;;
2020-02-05;180401(*);0.00;Aterro;;
2020-02-05;180111(*);0.24;Aterro;;
2020-02-06;180401(*);0.00;Aterro;;
2020-02-06;180111(*);0.22;Aterro;;
2020-02-07;180401(*);0.00;Aterro;;
2020-02-07;180111(*);0.23;Aterro;;
2020-02-07;180401(*);0.00;Aterro;;
2020-02-07;180111(*);0.20;Aterro;;
2020-02-10;180103(*);0.00;Autoclave;;
2020-02-10;180401(*);0.00;Aterro;;
2020-02-10;180111(*);0.23;Aterro;;
2020-02-10;180401(*);0.00;Aterro;;
2020-02-10;180111(*);0.00;Aterro;;
2020-02-12;180401(*);0.00;Aterro;;
2020-02-12;180111(*);0.24;Aterro;;
2020-02-12;180401(*);0.00;Aterro;;
2020-02-12;180111(*);0.20;Aterro;;
2020-02-12;180401(*);0.00;Aterro;;
2020-02-12;180111(*);0.28;Aterro;;
2020-02-13;180401(*);0.00;Aterro;;
2020-02-13;180111(*);0.24;Aterro;;
2020-02-13;180401(*);0.00;Aterro;;
2020-02-13;180111(*);0.25;Aterro;;
2020-02-13;180401(*);0.00;Aterro;;
2020-02-13;180111(*);0.22;Aterro;;
2020-02-13;180401(*);0.00;Aterro;;
2020-02-13;180111(*);0.25;Aterro;;
2020-02-17;180401(*);0.00;Aterro;;
2020-02-17;180111(*);0.32;Aterro;;
2020-02-17;180401(*);0.00;Aterro;;
2020-02-17;180111(*);0.26;Aterro;;
2020-02-17;180401(*);0.00;Aterro;;
2020-02-17;180111(*);0.21;Aterro;;
2020-02-18;180401(*);0.00;Aterro;;
2020-02-18;180111(*);0.14;Aterro;;
2020-02-18;180205(*);0.00;Incineração;;
2020-02-18;GrupoE;0.02;Incineração;;
2020-02-18;180401(*);0.00;Aterro;;
2020-02-18;180111(*);0.00;Aterro;;
2020-02-19;180401(*);0.00;Aterro;;
2020-02-19;180111(*);0.12;Aterro;;
2020-02-21;180401(*);0.00;Aterro;;
2020-02-21;180111(*);0.00;Aterro;;
2020-02-21;180401(*);0.00;Aterro;;
2020-02-21;180111(*);0.24;Aterro;;
2020-02-26;180401(*);0.00;Aterro;;
2020-02-26;180111(*);0.00;Aterro;;
2020-02-26;180401(*);0.00;Aterro;;
2020-02-26;180111(*);0.25;Aterro;;
2020-02-27;180401(*);0.00;Aterro;;
2020-02-27;180111(*);0.24;Aterro;;
2020-02-27;180401(*);0.00;Aterro;;
2020-02-27;180111(*);0.26;Aterro;;
2020-02-28;180401(*);0.00;Aterro;;
2020-02-28;180111(*);0.24;Aterro;;
2020-03-03;180103(*);0.00;Autoclave;;
2020-03-03;180401(*);0.00;Aterro;;
2020-03-03;180111(*);0.00;Aterro;;
2020-03-03;180401(*);0.00;Aterro;;
2020-03-03;180111(*);0.22;Aterro;;
2020-03-04;180401(*);0.00;Aterro;;
2020-03-04;180111(*);0.26;Aterro;;
2020-03-05;180401(*);0.00;Aterro;;
2020-03-05;180111(*);0.26;Aterro;;
2020-03-05;180103(*);0.00;Autoclave;;
2020-03-05;180401(*);0.00;Aterro;;
2020-03-05;180111(*);0.25;Aterro;;
2020-03-05;180401(*);0.00;Aterro;;
2020-03-05;180111(*);0.16;Aterro;;
2020-03-09;180401(*);0.00;Aterro;;
2020-03-09;180111(*);0.24;Aterro;;
2020-03-09;180401(*);0.00;Aterro;;
2020-03-09;180111(*);0.00;Aterro;;
2020-03-10;180103(*);0.00;Autoclave;;
2020-03-10;180401(*);0.00;Aterro;;
2020-03-10;180111(*);0.33;Aterro;;
2020-03-10;180401(*);0.00;Aterro;;
2020-03-10;180111(*);0.24;Aterro;;
2020-03-11;180401(*);0.00;Aterro;;
2020-03-11;180111(*);0.30;Aterro;;
2020-03-12;180103(*);0.00;Autoclave;;
2020-03-12;180401(*);0.00;Aterro;;
2020-03-12;180111(*);0.24;Aterro;;
2020-03-12;180401(*);0.00;Aterro;;
2020-03-12;180111(*);0.31;Aterro;;
2020-03-13;180401(*);0.00;Aterro;;
2020-03-13;180111(*);0.24;Aterro;;
2020-03-16;180103(*);0.00;Autoclave;;
2020-03-16;180401(*);0.00;Aterro;;
2020-03-16;180111(*);0.25;Aterro;;
2020-03-17;180401(*);0.00;Aterro;;
2020-03-17;180111(*);0.39;Aterro;;
2020-03-17;180401(*);0.00;Aterro;;
2020-03-17;180111(*);0.04;Aterro;;
2020-03-18;180401(*);0.00;Aterro;;
2020-03-18;180111(*);0.21;Aterro;;
2020-03-18;180401(*);0.00;Aterro;;
2020-03-18;180111(*);0.18;Aterro;;
2020-03-18;180401(*);0.00;Aterro;;
2020-03-18;180111(*);0.37;Aterro;;
2020-03-19;180401(*);0.00;Aterro;;
2020-03-19;180111(*);0.14;Aterro;;
2020-03-19;180401(*);0.00;Aterro;;
2020-03-19;180111(*);0.16;Aterro;;
2020-03-20;180401(*);0.00;Aterro;;
2020-03-20;180111(*);0.14;Aterro;;
2020-03-20;180401(*);0.00;Aterro;;
2020-03-20;180111(*);0.23;Aterro;;
2020-03-20;180401(*);0.00;Aterro;;
2020-03-20;180111(*);0.34;Aterro;;
2020-03-20;180401(*);0.00;Aterro;;
2020-03-20;180111(*);0.22;Aterro;;
2020-03-30;180401(*);0.00;Aterro;;
2020-03-30;180111(*);0.17;Aterro;;
2020-03-31;180401(*);0.00;Aterro;;
2020-03-31;180111(*);0.00;Aterro;;
2020-04-01;180401(*);0.00;Aterro;;
2020-04-01;180111(*);0.08;Aterro;;
2020-04-02;180401(*);0.00;Aterro;;
2020-04-02;180111(*);0.09;Aterro;;
2020-04-02;180401(*);0.00;Aterro;;
2020-04-02;180111(*);0.05;Aterro;;
2020-04-03;180401(*);0.00;Aterro;;
2020-04-03;180111(*);0.17;Aterro;;
2020-04-03;180103(*);0.20;Autoclave;;
2020-04-03;180401(*);0.00;Aterro;;
2020-04-03;180111(*);0.00;Aterro;;
2020-04-03;180103(*);0.14;Autoclave;;
2020-04-06;180103(*);0.11;Autoclave;;
2020-04-06;180205(*);0.01;Incineração;;
2020-04-06;180103(*);0.00;Autoclave;;
2020-04-06;180401(*);0.00;Aterro;;
2020-04-06;180111(*);0.10;Aterro;;
2020-04-06;180401(*);0.00;Aterro;;
2020-04-06;180111(*);0.00;Aterro;;
2020-04-06;180103(*);0.09;Autoclave;;
2020-04-07;180401(*);0.00;Aterro;;
2020-04-07;180111(*);0.10;Aterro;;
2020-04-07;180401(*);0.00;Aterro;;
2020-04-07;180111(*);0.11;Aterro;;
2020-04-07;180401(*);0.00;Aterro;;
2020-04-07;180111(*);0.00;Aterro;;
2020-04-07;180103(*);0.09;Autoclave;;
2020-04-08;180401(*);0.00;Aterro;;
2020-04-08;180111(*);0.15;Aterro;;
2020-04-08;180103(*);0.08;Autoclave;;
2020-04-08;180401(*);0.00;Aterro;;
2020-04-08;180111(*);0.11;Aterro;;
2020-04-09;180102(*);0.20;Autoclave;;
2020-04-09;180401(*);0.00;Aterro;;
2020-04-09;180111(*);0.00;Aterro;;
2020-04-09;180103(*);0.15;Autoclave;;
2020-04-09;180401(*);0.00;Aterro;;
2020-04-09;180111(*);0.00;Aterro;;
2020-04-09;180103(*);0.00;Autoclave;;
2020-04-09;180103(*);0.18;Autoclave;;
2020-04-09;180401(*);0.00;Aterro;;
2020-04-09;180111(*);0.05;Aterro;;
2020-04-13;180103(*);0.10;Autoclave;;
2020-04-14;180103(*);0.11;Autoclave;;
2020-04-15;180401(*);0.00;Aterro;;
2020-04-15;180111(*);0.09;Aterro;;
2020-04-15;180103(*);0.10;Autoclave;;
2020-04-15;180401(*);0.02;Aterro;;
2020-04-15;180111(*);0.07;Aterro;;
2020-04-15;180401(*);0.00;Aterro;;
2020-04-15;180111(*);0.11;Aterro;;
2020-04-15;180401(*);0.00;Aterro;;
2020-04-15;180111(*);0.00;Aterro;;
2020-04-16;180401(*);0.00;Aterro;;
2020-04-16;180111(*);0.07;Aterro;;
2020-04-16;180401(*);0.00;Aterro;;
2020-04-16;180111(*);0.05;Aterro;;
2020-04-16;180103(*);0.08;Autoclave;;
2020-04-17;180103(*);0.09;Autoclave;;
2020-04-17;180103(*);0.17;Autoclave;;
2020-04-17;180401(*);0.00;Aterro;;
2020-04-17;180111(*);0.14;Aterro;;
2020-04-20;180401(*);0.00;Aterro;;
2020-04-20;180111(*);0.10;Aterro;;
2020-04-20;180401(*);0.00;Aterro;;
2020-04-20;180111(*);0.12;Aterro;;
2020-04-20;180103(*);0.08;Autoclave;;
2020-04-20;180103(*);0.07;Autoclave;;
2020-04-22;180401(*);0.00;Aterro;;
2020-04-22;180111(*);0.12;Aterro;;
2020-04-22;180401(*);0.00;Aterro;;
2020-04-22;180111(*);0.12;Aterro;;
2020-04-22;180103(*);0.10;Autoclave;;
2020-04-23;180401(*);0.00;Aterro;;
2020-04-23;180111(*);0.13;Aterro;;
2020-04-23;180103(*);0.08;Autoclave;;
2020-04-23;180205(*);0.04;Incineração;;
2020-04-23;180401(*);0.00;Aterro;;
2020-04-23;180111(*);0.13;Aterro;;
2020-04-24;180401(*);0.00;Aterro;;
2020-04-24;180111(*);0.12;Aterro;;
2020-04-24;180103(*);0.09;Autoclave;;
2020-04-24;180401(*);0.00;Aterro;;
2020-04-24;180111(*);0.00;Aterro;;
2020-04-27;180401(*);0.00;Aterro;;
2020-04-27;180111(*);0.11;Aterro;;
2020-04-27;180103(*);0.06;Autoclave;;
2020-04-28;180103(*);0.14;Autoclave;;
2020-04-28;180401(*);0.00;Aterro;;
2020-04-28;180111(*);0.00;Aterro;;
2020-04-28;180103(*);0.10;Autoclave;;
2020-04-28;180401(*);0.00;Aterro;;
2020-04-28;180111(*);0.20;Aterro;;
2020-04-29;180401(*);0.00;Aterro;;
2020-04-29;180111(*);0.15;Aterro;;
2020-04-29;180103(*);0.09;Autoclave;;
2020-04-30;180103(*);0.10;Autoclave;;
2020-04-30;180103(*);0.11;Autoclave;;
2020-04-30;180103(*);0.05;Autoclave;;
2020-05-04;180103(*);0.05;Autoclave;;
2020-05-05;180401(*);0.00;Aterro;;
2020-05-05;180111(*);0.15;Aterro;;
2020-05-05;180103(*);0.09;Autoclave;;
2020-05-06;180401(*);0.00;Aterro;;
2020-05-06;180111(*);0.16;Aterro;;
2020-05-06;180103(*);0.06;Autoclave;;
2020-05-07;180401(*);0.00;Aterro;;
2020-05-07;180111(*);0.18;Aterro;;
2020-05-07;180103(*);0.06;Autoclave;;
2020-05-08;180401(*);0.00;Aterro;;
2020-05-08;180111(*);0.17;Aterro;;
2020-05-08;180401(*);0.00;Aterro;;
2020-05-08;180111(*);0.23;Aterro;;
2020-05-08;180103(*);0.10;Autoclave;;
2020-05-08;180103(*);0.04;Autoclave;;
2020-05-11;180401(*);0.00;Aterro;;
2020-05-11;180111(*);0.21;Aterro;;
2020-05-11;180103(*);0.17;Autoclave;;
2020-05-12;180401(*);0.00;Aterro;;
2020-05-12;180111(*);0.12;Aterro;;
2020-05-13;180401(*);0.00;Aterro;;
2020-05-13;180111(*);0.17;Aterro;;
2020-05-13;180103(*);0.07;Autoclave;;
2020-05-13;180103(*);0.05;Autoclave;;
2020-05-14;180401(*);0.00;Aterro;;
2020-05-14;180111(*);0.25;Aterro;;
2020-05-14;180401(*);0.00;Aterro;;
2020-05-14;180111(*);0.18;Aterro;;
2020-05-14;180103(*);0.04;Autoclave;;
2020-05-15;180401(*);0.00;Aterro;;
2020-05-15;180111(*);0.24;Aterro;;
2020-05-15;180401(*);0.00;Aterro;;
2020-05-15;180111(*);0.04;Aterro;;
2020-05-15;180103(*);0.05;Autoclave;;
2020-05-18;180401(*);0.00;Aterro;;
2020-05-18;180111(*);0.22;Aterro;;
2020-05-18;180103(*);0.04;Autoclave;;
2020-05-19;180103(*);0.04;Autoclave;;
2020-05-19;180401(*);0.00;Aterro;;
2020-05-19;180111(*);0.17;Aterro;;
2020-05-20;180401(*);0.00;Aterro;;
2020-05-20;180111(*);0.26;Aterro;;
2020-05-20;180103(*);0.05;Autoclave;;
2020-05-21;180401(*);0.00;Aterro;;
2020-05-21;180111(*);0.21;Aterro;;
2020-05-21;180401(*);0.00;Aterro;;
2020-05-21;180111(*);0.19;Aterro;;
2020-05-21;180103(*);0.04;Autoclave;;
2020-05-22;180401(*);0.00;Aterro;;
2020-05-22;180111(*);0.17;Aterro;;
2020-05-22;180103(*);0.05;Autoclave;;
2020-05-22;180103(*);0.08;Autoclave;;
2020-05-25;180401(*);0.00;Aterro;;
2020-05-25;180111(*);0.17;Aterro;;
2020-05-25;180401(*);0.00;Aterro;;
2020-05-25;180111(*);0.21;Aterro;;
2020-05-25;180103(*);0.04;Autoclave;;
2020-05-26;180401(*);0.00;Aterro;;
2020-05-26;180111(*);0.00;Aterro;;
2020-05-26;180103(*);0.04;Autoclave;;
2020-05-27;180401(*);0.00;Aterro;;
2020-05-27;180111(*);0.23;Aterro;;
2020-05-27;180103(*);0.03;Autoclave;;
2020-05-28;180401(*);0.00;Aterro;;
2020-05-28;180111(*);0.26;Aterro;;
2020-05-28;180401(*);0.00;Aterro;;
2020-05-28;180111(*);0.21;Aterro;;
2020-05-28;180103(*);0.04;Autoclave;;
2020-05-29;180401(*);0.00;Aterro;;
2020-05-29;180111(*);0.20;Aterro;;
2020-05-29;180103(*);0.00;Autoclave;;
2020-05-29;180103(*);0.04;Autoclave;;
2020-05-29;180103(*);0.09;Autoclave;;
2020-06-01;180401(*);0.00;Aterro;;
2020-06-01;180111(*);0.27;Aterro;;
2020-06-01;180205(*);0.02;Incineração;;
2020-06-01;180103(*);0.05;Autoclave;;
2020-06-01;180401(*);0.00;Aterro;;
2020-06-01;180111(*);0.19;Aterro;;
2020-06-01;180103(*);0.04;Autoclave;;
2020-06-02;180401(*);0.00;Aterro;;
2020-06-02;180111(*);0.23;Aterro;;
2020-06-03;180103(*);0.04;Autoclave;;
2020-06-04;180401(*);0.00;Aterro;;
2020-06-04;180111(*);0.26;Aterro;;
2020-06-04;180103(*);0.03;Autoclave;;
2020-06-04;180401(*);0.00;Aterro;;
2020-06-04;180111(*);0.23;Aterro;;
2020-06-04;180401(*);0.00;Aterro;;
2020-06-04;180111(*);0.20;Aterro;;
