Data;Residuo;Quantidade;Tecnologia;;
2021-01-11;180401(*);0.00;Aterro;;
2021-01-11;180111(*);0.27;Aterro;;
2021-01-11;180102(*);0.13;Autoclave;;
2021-01-11;180106(*);0.00;Aterro;;
2021-01-11;180102(*);0.00;Autoclave;;
2021-01-11;180103(*);0.13;Autoclave;;
2021-01-11;180401(*);0.00;Aterro;;
2021-01-11;180111(*);0.25;Aterro;;
2021-01-11;180401(*);0.00;Aterro;;
2021-01-11;180111(*);0.00;Aterro;;
2021-01-12;180401(*);0.00;Aterro;;
2021-01-12;180111(*);0.30;Aterro;;
2021-01-13;180401(*);0.00;Aterro;;
2021-01-13;180111(*);0.28;Aterro;;
2021-01-13;180102(*);0.14;Autoclave;;
2021-01-13;180102(*);0.14;Autoclave;;
2021-01-13;180401(*);0.00;Aterro;;
2021-01-13;180111(*);0.33;Aterro;;
2021-01-13;180102(*);0.27;Autoclave;;
2021-01-13;180401(*);0.00;Aterro;;
2021-01-13;180111(*);0.27;Aterro;;
2021-01-14;180102(*);0.13;Autoclave;;
2021-01-14;180102(*);0.12;Autoclave;;
2021-01-14;180401(*);0.00;Aterro;;
2021-01-14;180111(*);0.29;Aterro;;
2021-01-18;180401(*);0.00;Aterro;;
2021-01-18;180111(*);0.29;Aterro;;
2021-01-18;180102(*);0.09;Autoclave;;
2021-01-19;180205(*);0.00;Incineração;;
2021-01-19;GrupoE;0.02;Incineração;;
2021-01-20;180401(*);0.00;Aterro;;
2021-01-20;180111(*);0.31;Aterro;;
2021-01-20;180102(*);0.14;Autoclave;;
2021-01-20;180102(*);0.12;Autoclave;;
2021-01-20;180401(*);0.00;Aterro;;
2021-01-20;180111(*);0.26;Aterro;;
2021-01-20;180102(*);0.14;Autoclave;;
2021-01-20;180401(*);0.00;Aterro;;
2021-01-20;180111(*);0.29;Aterro;;
2021-01-21;180102(*);0.29;Autoclave;;
2021-01-21;180401(*);0.00;Aterro;;
2021-01-21;180111(*);0.28;Aterro;;
2021-01-21;180102(*);0.09;Autoclave;;
2021-01-21;180401(*);0.00;Aterro;;
2021-01-21;180111(*);0.31;Aterro;;
2021-01-21;180401(*);0.00;Aterro;;
2021-01-21;180111(*);0.00;Aterro;;
2021-01-21;180102(*);0.00;Autoclave;;
2021-01-26;180102(*);0.14;Autoclave;;
2021-01-26;180401(*);0.00;Aterro;;
2021-01-26;180111(*);0.25;Aterro;;
2021-01-26;180401(*);0.00;Aterro;;
2021-01-26;180111(*);0.29;Aterro;;
2021-01-26;180102(*);0.11;Autoclave;;
2021-01-27;180102(*);0.12;Autoclave;;
2021-01-27;180401(*);0.00;Aterro;;
2021-01-27;180111(*);0.31;Aterro;;
2021-01-27;180401(*);0.00;Aterro;;
2021-01-27;180111(*);0.30;Aterro;;
2021-01-27;180102(*);0.16;Autoclave;;
2021-01-28;180401(*);0.00;Aterro;;
2021-01-28;180111(*);0.21;Aterro;;
2021-01-28;180102(*);0.28;Autoclave;;
2021-01-28;180401(*);0.00;Aterro;;
2021-01-28;180111(*);0.28;Aterro;;
2021-01-28;180102(*);0.14;Autoclave;;
2021-01-29;180401(*);0.00;Aterro;;
2021-01-29;180111(*);0.00;Aterro;;
2021-01-29;180401(*);0.00;Aterro;;
2021-01-29;180111(*);0.30;Aterro;;
2021-01-29;180102(*);0.14;Autoclave;;
2021-01-29;180401(*);0.00;Aterro;;
2021-01-29;180111(*);0.29;Aterro;;
2021-01-29;180102(*);0.13;Autoclave;;
2021-02-03;180401(*);0.00;Aterro;;
2021-02-03;180111(*);0.40;Aterro;;
2021-02-03;180401(*);0.00;Aterro;;
2021-02-03;180111(*);0.17;Aterro;;
2021-02-03;180102(*);0.13;Autoclave;;
2021-02-03;180102(*);0.21;Autoclave;;
2021-02-04;180401(*);0.00;Aterro;;
2021-02-04;180111(*);0.28;Aterro;;
2021-02-04;180102(*);0.27;Autoclave;;
2021-02-04;180401(*);0.00;Aterro;;
2021-02-04;180111(*);0.28;Aterro;;
2021-02-04;180102(*);0.17;Autoclave;;
2021-02-05;180401(*);0.00;Aterro;;
2021-02-05;180111(*);0.36;Aterro;;
2021-02-05;180102(*);0.24;Autoclave;;
2021-02-09;180401(*);0.00;Aterro;;
2021-02-09;180111(*);0.26;Aterro;;
2021-02-09;180102(*);0.12;Autoclave;;
2021-02-09;180401(*);0.00;Aterro;;
2021-02-09;180111(*);0.28;Aterro;;
2021-02-09;180102(*);0.18;Autoclave;;
2021-02-10;180401(*);0.00;Aterro;;
2021-02-10;180111(*);0.25;Aterro;;
2021-02-10;180102(*);0.29;Autoclave;;
2021-02-11;180102(*);0.17;Autoclave;;
2021-02-11;180401(*);0.00;Aterro;;
2021-02-11;180111(*);0.31;Aterro;;
2021-02-11;180401(*);0.00;Aterro;;
2021-02-11;180111(*);0.22;Aterro;;
2021-02-11;180102(*);0.15;Autoclave;;
2021-02-15;180401(*);0.00;Aterro;;
2021-02-15;180111(*);0.00;Aterro;;
2021-02-15;180401(*);0.00;Aterro;;
2021-02-15;180111(*);0.17;Aterro;;
2021-02-15;180102(*);0.16;Autoclave;;
2021-02-17;180401(*);0.00;Aterro;;
2021-02-17;180111(*);0.28;Aterro;;
2021-02-17;180102(*);0.20;Autoclave;;
2021-02-17;180401(*);0.00;Aterro;;
2021-02-17;180111(*);0.23;Aterro;;
2021-02-17;180102(*);0.15;Autoclave;;
2021-02-17;180401(*);0.00;Aterro;;
2021-02-17;180111(*);0.35;Aterro;;
2021-02-17;180401(*);0.00;Aterro;;
2021-02-17;180111(*);0.00;Aterro;;
2021-02-17;180102(*);0.17;Autoclave;;
2021-02-19;180102(*);0.40;Autoclave;;
2021-02-19;180102(*);0.00;Autoclave;;
2021-02-19;180401(*);0.00;Aterro;;
2021-02-19;180111(*);0.26;Aterro;;
2021-02-22;180401(*);0.00;Aterro;;
2021-02-22;180111(*);0.27;Aterro;;
2021-02-22;180102(*);0.28;Autoclave;;
2021-02-22;180102(*);0.24;Autoclave;;
2021-02-22;180401(*);0.00;Aterro;;
2021-02-22;180111(*);0.30;Aterro;;
2021-02-23;180106(*);0.00;Aterro;;
2021-02-23;180102(*);0.00;Autoclave;;
2021-02-23;180205(*);0.00;Incineração;;
2021-02-23;GrupoE;0.00;Incineração;;
2021-02-23;180103(*);0.00;Autoclave;;
2021-02-23;180401(*);0.00;Aterro;;
2021-02-23;180111(*);0.00;Aterro;;
2021-02-23;180401(*);0.00;Aterro;;
2021-02-23;180111(*);0.21;Aterro;;
2021-02-23;180102(*);0.15;Autoclave;;
2021-02-24;180401(*);0.00;Aterro;;
2021-02-24;180111(*);0.17;Aterro;;
2021-02-24;180102(*);0.32;Autoclave;;
2021-02-24;180401(*);0.04;Aterro;;
2021-02-24;180111(*);0.09;Aterro;;
2021-02-24;180103(*);0.19;Autoclave;;
2021-02-25;180401(*);0.00;Aterro;;
2021-02-25;180111(*);0.24;Aterro;;
2021-02-25;180102(*);0.76;Autoclave;;
2021-02-26;180401(*);0.00;Aterro;;
2021-02-26;180111(*);0.21;Aterro;;
2021-02-26;180102(*);0.37;Autoclave;;
2021-03-01;180102(*);0.12;Autoclave;;
2021-03-01;180401(*);0.00;Aterro;;
2021-03-01;180111(*);0.37;Aterro;;
2021-03-02;180103(*);0.32;Autoclave;;
2021-03-02;180401(*);0.00;Aterro;;
2021-03-02;180111(*);0.00;Aterro;;
2021-03-03;180401(*);0.00;Aterro;;
2021-03-03;180111(*);0.55;Aterro;;
2021-03-03;180102(*);0.11;Autoclave;;
2021-03-03;180102(*);0.07;Autoclave;;
2021-03-03;180401(*);0.00;Aterro;;
2021-03-03;180111(*);0.51;Aterro;;
2021-03-04;180401(*);0.00;Aterro;;
2021-03-04;180111(*);0.38;Aterro;;
2021-03-04;180102(*);0.25;Autoclave;;
2021-03-04;180401(*);0.00;Aterro;;
2021-03-04;180111(*);0.47;Aterro;;
2021-03-04;180102(*);0.64;Autoclave;;
2021-03-08;180102(*);0.56;Autoclave;;
2021-03-08;180401(*);0.00;Aterro;;
2021-03-08;180111(*);0.19;Aterro;;
2021-03-08;180401(*);0.00;Aterro;;
2021-03-08;180111(*);0.23;Aterro;;
2021-03-08;180102(*);0.38;Autoclave;;
2021-03-09;180102(*);0.35;Autoclave;;
2021-03-09;180401(*);0.00;Aterro;;
2021-03-09;180111(*);0.28;Aterro;;
2021-03-11;180401(*);0.00;Aterro;;
2021-03-11;180111(*);0.27;Aterro;;
2021-03-11;180102(*);0.32;Autoclave;;
2021-03-11;180102(*);0.44;Autoclave;;
2021-03-11;180401(*);0.00;Aterro;;
2021-03-11;180111(*);0.27;Aterro;;
2021-03-11;180103(*);0.79;Autoclave;;
2021-03-11;180401(*);0.00;Aterro;;
2021-03-11;180111(*);0.26;Aterro;;
2021-03-12;180401(*);0.00;Aterro;;
2021-03-12;180111(*);0.32;Aterro;;
2021-03-12;180102(*);0.47;Autoclave;;
2021-03-15;180401(*);0.00;Aterro;;
2021-03-15;180111(*);0.00;Aterro;;
2021-03-16;180401(*);0.00;Aterro;;
2021-03-16;180111(*);0.18;Aterro;;
2021-03-16;180102(*);0.53;Autoclave;;
2021-03-17;180102(*);0.24;Autoclave;;
2021-03-17;180401(*);0.00;Aterro;;
2021-03-17;180111(*);0.33;Aterro;;
2021-03-17;180401(*);0.00;Aterro;;
2021-03-17;180111(*);0.33;Aterro;;
2021-03-17;180401(*);0.00;Aterro;;
2021-03-17;180111(*);0.23;Aterro;;
2021-03-17;180102(*);0.46;Autoclave;;
2021-03-17;180102(*);0.21;Autoclave;;
2021-03-18;180401(*);0.00;Aterro;;
2021-03-18;180111(*);0.42;Aterro;;
2021-03-18;180102(*);0.31;Autoclave;;
2021-03-19;180401(*);0.00;Aterro;;
2021-03-19;180111(*);0.72;Aterro;;
2021-03-19;180102(*);0.14;Autoclave;;
2021-03-19;180401(*);0.00;Aterro;;
2021-03-19;180111(*);0.33;Aterro;;
2021-03-19;180102(*);0.33;Autoclave;;
2021-03-22;180102(*);0.23;Autoclave;;
2021-03-22;180401(*);0.00;Aterro;;
2021-03-22;180111(*);0.17;Aterro;;
2021-03-23;180401(*);0.00;Aterro;;
2021-03-23;180111(*);0.30;Aterro;;
2021-03-23;180102(*);0.22;Autoclave;;
2021-03-23;180102(*);0.30;Autoclave;;
2021-03-23;180401(*);0.00;Aterro;;
2021-03-23;180111(*);0.29;Aterro;;
2021-03-25;180102(*);0.57;Autoclave;;
2021-03-25;180401(*);0.00;Aterro;;
2021-03-25;180111(*);0.43;Aterro;;
2021-03-26;180401(*);0.00;Aterro;;
2021-03-26;180111(*);0.34;Aterro;;
2021-03-26;180102(*);0.16;Autoclave;;
2021-03-26;180102(*);0.20;Autoclave;;
2021-03-26;180401(*);0.00;Aterro;;
2021-03-26;180111(*);0.26;Aterro;;
2021-03-29;180102(*);0.13;Autoclave;;
2021-03-29;180401(*);0.00;Aterro;;
2021-03-29;180111(*);0.37;Aterro;;
2021-03-30;180401(*);0.00;Aterro;;
2021-03-30;180111(*);0.45;Aterro;;
2021-03-30;180102(*);0.16;Autoclave;;
2021-03-30;180401(*);0.00;Aterro;;
2021-03-30;180111(*);0.30;Aterro;;
2021-03-30;180401(*);0.00;Aterro;;
2021-03-30;180111(*);0.00;Aterro;;
2021-03-30;180103(*);0.31;Autoclave;;
2021-03-30;180401(*);0.00;Aterro;;
2021-03-30;180111(*);0.52;Aterro;;
2021-03-31;180401(*);0.00;Aterro;;
2021-03-31;180111(*);0.35;Aterro;;
2021-03-31;180102(*);0.17;Autoclave;;
2021-04-01;180102(*);0.14;Autoclave;;
2021-04-06;180401(*);0.00;Aterro;;
2021-04-06;180111(*);0.36;Aterro;;
2021-04-06;180102(*);0.19;Autoclave;;
2021-04-07;180102(*);0.11;Autoclave;;
2021-04-07;180401(*);0.00;Aterro;;
2021-04-07;180111(*);0.22;Aterro;;
2021-04-07;180401(*);0.00;Aterro;;
2021-04-07;180111(*);0.33;Aterro;;
2021-04-07;180102(*);0.10;Autoclave;;
2021-04-07;180401(*);0.00;Aterro;;
2021-04-07;180111(*);0.33;Aterro;;
2021-04-07;180102(*);0.09;Autoclave;;
2021-04-08;180401(*);0.00;Aterro;;
2021-04-08;180111(*);0.43;Aterro;;
2021-04-08;180102(*);0.24;Autoclave;;
2021-04-08;180102(*);0.06;Autoclave;;
2021-04-08;180401(*);0.00;Aterro;;
2021-04-08;180111(*);0.32;Aterro;;
2021-04-12;180102(*);0.10;Autoclave;;
2021-04-12;180401(*);0.00;Aterro;;
2021-04-12;180111(*);0.35;Aterro;;
2021-04-13;180102(*);0.07;Autoclave;;
2021-04-13;180401(*);0.00;Aterro;;
2021-04-13;180111(*);0.36;Aterro;;
2021-04-15;180401(*);0.00;Aterro;;
2021-04-15;180111(*);0.26;Aterro;;
2021-04-15;180102(*);0.11;Autoclave;;
2021-04-15;180401(*);0.00;Aterro;;
2021-04-15;180111(*);0.40;Aterro;;
2021-04-16;180401(*);0.00;Aterro;;
2021-04-16;180111(*);0.40;Aterro;;
2021-04-16;180102(*);0.21;Autoclave;;
2021-04-16;180102(*);0.07;Autoclave;;
2021-04-16;180401(*);0.00;Aterro;;
2021-04-16;180111(*);0.34;Aterro;;
2021-04-16;180102(*);0.12;Autoclave;;
2021-04-19;180401(*);0.00;Aterro;;
2021-04-19;180111(*);0.34;Aterro;;
2021-04-19;180102(*);0.07;Autoclave;;
2021-04-20;180401(*);0.00;Aterro;;
2021-04-20;180111(*);0.31;Aterro;;
2021-04-20;180102(*);0.09;Autoclave;;
2021-04-20;180103(*);0.06;Autoclave;;
2021-04-20;180401(*);0.00;Aterro;;
2021-04-20;180111(*);0.35;Aterro;;
2021-04-20;180102(*);0.00;Autoclave;;
2021-04-20;180103(*);0.08;Autoclave;;
2021-04-22;180401(*);0.00;Aterro;;
2021-04-22;180111(*);0.34;Aterro;;
2021-04-22;180102(*);0.11;Autoclave;;
2021-04-22;180102(*);0.17;Autoclave;;
2021-04-22;180401(*);0.00;Aterro;;
2021-04-22;180111(*);0.35;Aterro;;
2021-04-23;180102(*);0.13;Autoclave;;
2021-04-23;180401(*);0.00;Aterro;;
2021-04-23;180111(*);0.52;Aterro;;
2021-04-27;180401(*);0.00;Aterro;;
2021-04-27;180111(*);0.39;Aterro;;
2021-04-27;180102(*);0.15;Autoclave;;
2021-04-27;180102(*);0.14;Autoclave;;
2021-04-27;180401(*);0.00;Aterro;;
2021-04-27;180111(*);0.25;Aterro;;
2021-04-28;180401(*);0.00;Aterro;;
2021-04-28;180111(*);0.33;Aterro;;
2021-04-28;180102(*);0.10;Autoclave;;
2021-04-29;180401(*);0.00;Aterro;;
2021-04-29;180111(*);0.38;Aterro;;
2021-04-29;180102(*);0.18;Autoclave;;
2021-04-29;180102(*);0.11;Autoclave;;
2021-04-29;180401(*);0.00;Aterro;;
2021-04-29;180111(*);0.27;Aterro;;
2021-04-30;180401(*);0.00;Aterro;;
2021-04-30;180111(*);0.42;Aterro;;
2021-04-30;180102(*);0.11;Autoclave;;
2021-05-03;180401(*);0.00;Aterro;;
2021-05-03;180111(*);0.32;Aterro;;
2021-05-03;180102(*);0.17;Autoclave;;
2021-05-05;180102(*);0.09;Autoclave;;
2021-05-05;180401(*);0.00;Aterro;;
2021-05-05;180111(*);0.32;Aterro;;
2021-05-06;180401(*);0.00;Aterro;;
2021-05-06;180111(*);0.37;Aterro;;
2021-05-06;180102(*);0.12;Autoclave;;
2021-05-07;180401(*);0.00;Aterro;;
2021-05-07;180111(*);0.34;Aterro;;
2021-05-07;180401(*);0.00;Aterro;;
2021-05-07;180111(*);0.26;Aterro;;
2021-05-07;180102(*);0.11;Autoclave;;
2021-05-07;180103(*);0.10;Autoclave;;
2021-05-10;180401(*);0.00;Aterro;;
2021-05-10;180111(*);0.31;Aterro;;
2021-05-10;180102(*);0.09;Autoclave;;
2021-05-11;180205(*);0.00;Incineração;;
2021-05-11;GrupoE;0.01;Incineração;;
2021-05-11;180103(*);0.00;Autoclave;;
2021-05-11;180401(*);0.00;Aterro;;
2021-05-11;180111(*);0.00;Aterro;;
2021-05-11;180102(*);0.07;Autoclave;;
2021-05-11;180401(*);0.00;Aterro;;
2021-05-11;180111(*);0.28;Aterro;;
2021-05-12;180401(*);0.00;Aterro;;
2021-05-12;180111(*);0.28;Aterro;;
2021-05-12;180102(*);0.05;Autoclave;;
2021-05-13;180401(*);0.00;Aterro;;
2021-05-13;180111(*);0.29;Aterro;;
2021-05-13;180102(*);0.08;Autoclave;;
2021-05-14;180401(*);0.00;Aterro;;
2021-05-14;180111(*);0.35;Aterro;;
2021-05-14;180401(*);0.00;Aterro;;
2021-05-14;180111(*);0.00;Aterro;;
2021-05-14;180102(*);0.14;Autoclave;;
2021-05-14;180401(*);0.00;Aterro;;
2021-05-14;180111(*);0.31;Aterro;;
2021-05-17;180102(*);0.05;Autoclave;;
2021-05-17;180401(*);0.00;Aterro;;
2021-05-17;180111(*);0.27;Aterro;;
2021-05-18;180102(*);0.07;Autoclave;;
2021-05-18;180103(*);0.00;Autoclave;;
2021-05-18;180401(*);0.00;Aterro;;
2021-05-18;180111(*);0.30;Aterro;;
2021-05-19;180111(*);0.33;Aterro;;
2021-05-19;180101(*);0.05;Autoclave;;
2021-05-20;180111(*);0.29;Aterro;;
2021-05-20;180101(*);0.06;Autoclave;;
2021-05-20;180101(*);0.08;Autoclave;;
2021-05-21;180111(*);0.32;Aterro;;
2021-05-21;180102(*);0.12;Autoclave;;
2021-05-21;180401(*);0.00;Aterro;;
2021-05-21;180111(*);0.23;Aterro;;
2021-05-24;180101(*);0.08;Autoclave;;
2021-05-24;180111(*);0.28;Aterro;;
2021-05-25;180101(*);0.08;Autoclave;;
2021-05-25;180111(*);0.25;Aterro;;
2021-05-26;180111(*);0.28;Aterro;;
2021-05-26;180101(*);0.06;Autoclave;;
2021-05-27;180101(*);0.04;Autoclave;;
2021-05-27;180111(*);0.25;Aterro;;
2021-05-27;180111(*);0.31;Aterro;;
2021-05-27;180101(*);0.09;Autoclave;;
2021-05-28;180111(*);0.23;Aterro;;
2021-05-28;180101(*);0.13;Autoclave;;
2021-05-31;180111(*);0.30;Aterro;;
2021-05-31;180101(*);0.06;Autoclave;;
2021-06-01;180101(*);0.08;Autoclave;;
2021-06-01;180111(*);0.22;Aterro;;
2021-06-02;180111(*);0.29;Aterro;;
2021-06-02;180101(*);0.08;Autoclave;;
2021-06-02;180101(*);0.09;Autoclave;;
2021-06-02;180106(*);0.00;Aterro;;
2021-06-02;180111(*);0.11;Aterro;;
2021-06-02;180401(*);0.00;Aterro;;
2021-06-04;180111(*);0.29;Aterro;;
2021-06-04;180101(*);0.08;Autoclave;;
2021-06-04;180111(*);0.26;Aterro;;
2021-06-04;180101(*);0.15;Autoclave;;
2021-06-07;180111(*);0.28;Aterro;;
2021-06-07;180101(*);0.09;Autoclave;;
2021-06-08;180111(*);0.32;Aterro;;
2021-06-08;180101(*);0.22;Autoclave;;
2021-06-08;180101(*);0.11;Autoclave;;
2021-06-08;180111(*);0.33;Aterro;;
2021-06-09;180111(*);0.28;Aterro;;
2021-06-09;180101(*);0.08;Autoclave;;
2021-06-10;180111(*);0.34;Aterro;;
2021-06-10;180101(*);0.08;Autoclave;;
2021-06-10;180111(*);0.30;Aterro;;
2021-06-10;180101(*);0.23;Autoclave;;
2021-06-11;180111(*);0.28;Aterro;;
2021-06-11;180101(*);0.07;Autoclave;;
2021-06-14;180111(*);0.26;Aterro;;
2021-06-14;180101(*);0.05;Autoclave;;
2021-06-15;180106(*);0.00;Aterro;;
2021-06-15;180111(*);0.33;Aterro;;
2021-06-15;180401(*);0.00;Aterro;;
2021-06-15;180101(*);0.06;Autoclave;;
2021-06-17;180111(*);0.29;Aterro;;
2021-06-17;180101(*);0.07;Autoclave;;
2021-06-17;180111(*);0.23;Aterro;;
2021-06-17;180101(*);0.07;Autoclave;;
2021-06-18;180111(*);0.31;Aterro;;
2021-06-18;180101(*);0.11;Autoclave;;
2021-06-21;180111(*);0.29;Aterro;;
2021-06-21;180101(*);0.07;Autoclave;;
2021-06-22;180205(*);0.00;Incineração;;
2021-06-22;GrupoE;0.01;Incineração;;
2021-06-22;180111(*);0.25;Aterro;;
2021-06-22;180101(*);0.06;Autoclave;;
2021-06-22;180111(*);0.33;Aterro;;
2021-06-22;180101(*);0.06;Autoclave;;
2021-06-23;180111(*);0.32;Aterro;;
2021-06-23;180101(*);0.06;Autoclave;;
2021-06-24;180111(*);0.26;Aterro;;
2021-06-24;180101(*);0.05;Autoclave;;
2021-06-24;180111(*);0.28;Aterro;;
2021-06-24;180101(*);0.11;Autoclave;;
2021-06-25;180111(*);0.30;Aterro;;
2021-06-25;180101(*);0.06;Autoclave;;
2021-06-28;180205(*);0.00;Incineração;;
2021-06-28;GrupoE;0.01;Incineração;;
2021-06-28;180111(*);0.27;Aterro;;
2021-06-28;180101(*);0.06;Autoclave;;
2021-06-29;180111(*);0.28;Aterro;;
2021-06-29;180101(*);0.06;Autoclave;;
2021-06-30;180111(*);0.27;Aterro;;
2021-06-30;180101(*);0.07;Autoclave;;
2021-07-01;180111(*);0.28;Aterro;;
2021-07-01;180101(*);0.07;Autoclave;;
2021-07-02;180111(*);0.25;Aterro;;
2021-07-02;180101(*);0.14;Autoclave;;
2021-07-05;180111(*);0.26;Aterro;;
2021-07-05;180101(*);0.04;Autoclave;;
2021-07-06;180111(*);0.21;Aterro;;
2021-07-06;180101(*);0.03;Autoclave;;
2021-07-07;180111(*);0.33;Aterro;;
2021-07-07;180101(*);0.05;Autoclave;;
2021-07-08;180111(*);0.20;Aterro;;
2021-07-08;180401(*);0.03;Aterro;;
2021-07-08;180101(*);0.07;Autoclave;;
2021-07-09;180111(*);0.29;Aterro;;
2021-07-09;180101(*);0.04;Autoclave;;
2021-07-09;180111(*);0.25;Aterro;;
2021-07-09;180401(*);0.04;Aterro;;
2021-07-09;180101(*);0.11;Autoclave;;
2021-07-12;180111(*);0.28;Aterro;;
2021-07-12;180101(*);0.04;Autoclave;;
2021-07-13;180111(*);0.19;Aterro;;
2021-07-13;180101(*);0.07;Autoclave;;
2021-07-14;180111(*);0.27;Aterro;;
2021-07-14;180101(*);0.09;Autoclave;;
2021-07-14;180101(*);0.06;Autoclave;;
2021-07-14;180111(*);0.23;Aterro;;
2021-07-15;180111(*);0.26;Aterro;;
2021-07-15;180101(*);0.02;Autoclave;;
2021-07-15;180111(*);0.29;Aterro;;
2021-07-15;180101(*);0.03;Autoclave;;
2021-07-19;180111(*);0.27;Aterro;;
2021-07-19;180101(*);0.01;Autoclave;;
2021-07-20;180111(*);0.17;Aterro;;
2021-07-20;180101(*);0.01;Autoclave;;
2021-07-21;180111(*);0.27;Aterro;;
2021-07-21;180101(*);0.01;Autoclave;;
2021-07-21;180111(*);0.23;Aterro;;
2021-07-21;180101(*);0.01;Autoclave;;
2021-07-22;180111(*);0.27;Aterro;;
2021-07-22;180101(*);0.00;Autoclave;;
2021-07-22;180111(*);0.24;Aterro;;
2021-07-22;180101(*);0.03;Autoclave;;
2021-07-26;180111(*);0.25;Aterro;;
2021-07-26;180101(*);0.00;Autoclave;;
2021-07-27;180111(*);0.28;Aterro;;
2021-07-27;180101(*);0.01;Autoclave;;
2021-07-28;180111(*);0.25;Aterro;;
2021-07-28;180101(*);0.00;Autoclave;;
2021-07-29;180111(*);0.27;Aterro;;
2021-07-30;180111(*);0.34;Aterro;;
2021-07-30;180111(*);0.24;Aterro;;
2021-07-30;180101(*);0.01;Autoclave;;
2021-08-02;180111(*);0.21;Aterro;;
2021-08-02;180101(*);0.00;Autoclave;;
2021-08-03;180111(*);0.25;Aterro;;
2021-08-03;180101(*);0.00;Autoclave;;
2021-08-04;180111(*);0.32;Aterro;;
2021-08-05;180111(*);0.28;Aterro;;
2021-08-05;180101(*);0.02;Autoclave;;
2021-08-05;180111(*);0.30;Aterro;;
2021-08-06;180101(*);0.00;Autoclave;;
2021-08-06;180111(*);0.28;Aterro;;
2021-08-09;180111(*);0.30;Aterro;;
2021-08-10;180111(*);0.25;Aterro;;
2021-08-10;180101(*);0.01;Autoclave;;
2021-08-11;180111(*);0.29;Aterro;;
2021-08-11;180101(*);0.00;Autoclave;;
2021-08-12;180111(*);0.23;Aterro;;
2021-08-12;180101(*);0.01;Autoclave;;
2021-08-13;180111(*);0.27;Aterro;;
2021-08-13;180111(*);0.29;Aterro;;
2021-08-13;180101(*);0.01;Autoclave;;
2021-08-16;180111(*);0.30;Aterro;;
2021-08-16;180101(*);0.01;Autoclave;;
2021-08-17;180111(*);0.23;Aterro;;
2021-08-17;180101(*);0.02;Autoclave;;
2021-08-18;180111(*);0.33;Aterro;;
2021-08-19;180111(*);0.29;Aterro;;
2021-08-19;180101(*);0.01;Autoclave;;
2021-08-19;180111(*);0.27;Aterro;;
2021-08-20;180111(*);0.29;Aterro;;
2021-08-23;180111(*);0.30;Aterro;;
2021-08-23;180101(*);0.01;Autoclave;;
2021-08-23;180111(*);0.28;Aterro;;
2021-08-24;180111(*);0.29;Aterro;;
2021-08-25;180111(*);0.26;Aterro;;
2021-08-25;180101(*);0.01;Autoclave;;
2021-08-25;180111(*);0.25;Aterro;;
2021-08-25;180401(*);0.02;Aterro;;
2021-08-25;180101(*);0.00;Autoclave;;
2021-08-26;180111(*);0.28;Aterro;;
2021-08-26;180101(*);0.01;Autoclave;;
2021-08-27;180111(*);0.31;Aterro;;
2021-08-27;180101(*);0.01;Autoclave;;
2021-08-31;180111(*);0.23;Aterro;;
2021-09-01;180111(*);0.31;Aterro;;
2021-09-01;180101(*);0.02;Autoclave;;
2021-09-02;180111(*);0.30;Aterro;;
2021-09-02;180101(*);0.01;Autoclave;;
2021-09-02;180111(*);0.34;Aterro;;
2021-09-02;180101(*);0.00;Autoclave;;
2021-09-03;180111(*);0.41;Aterro;;
2021-09-03;180101(*);0.02;Autoclave;;
2021-09-06;180111(*);0.17;Aterro;;
2021-09-07;180101(*);0.01;Autoclave;;
2021-09-07;180111(*);0.33;Aterro;;
2021-09-08;180111(*);0.34;Aterro;;
2021-09-08;180101(*);0.04;Autoclave;;
2021-09-09;180111(*);0.31;Aterro;;
2021-09-09;180101(*);0.02;Autoclave;;
2021-09-10;180111(*);0.39;Aterro;;
2021-09-10;180401(*);0.03;Aterro;;
2021-09-10;180101(*);0.01;Autoclave;;
2021-09-10;180111(*);0.28;Aterro;;
2021-09-10;180101(*);0.03;Autoclave;;
2021-09-13;180111(*);0.35;Aterro;;
2021-09-13;180101(*);0.01;Autoclave;;
2021-09-14;180111(*);0.35;Aterro;;
2021-09-14;180101(*);0.01;Autoclave;;
2021-09-15;180111(*);0.34;Aterro;;
2021-09-15;180101(*);0.01;Autoclave;;
2021-09-16;180111(*);0.30;Aterro;;
2021-09-16;180111(*);0.31;Aterro;;
2021-09-16;180101(*);0.01;Autoclave;;
2021-09-17;180101(*);0.03;Autoclave;;
2021-09-20;180111(*);0.32;Aterro;;
2021-09-20;180101(*);0.00;Autoclave;;
2021-09-20;180401(*);0.00;Aterro;;
2021-09-20;180111(*);0.39;Aterro;;
2021-09-21;180205(*);0.00;Incineração;;
2021-09-21;GrupoE;0.08;Incineração;;
2021-09-21;180111(*);0.35;Aterro;;
2021-09-21;180101(*);0.01;Autoclave;;
2021-09-22;180111(*);0.30;Aterro;;
2021-09-22;180101(*);0.00;Autoclave;;
2021-09-22;180111(*);0.25;Aterro;;
2021-09-22;180101(*);0.01;Autoclave;;
2021-09-23;180111(*);0.21;Aterro;;
2021-09-23;180101(*);0.01;Autoclave;;
2021-09-23;180111(*);0.32;Aterro;;
2021-09-27;180111(*);0.35;Aterro;;
2021-09-27;180101(*);0.02;Autoclave;;
2021-09-28;180205(*);0.00;Incineração;;
